code|text_fr|text_de|text_it|version|inclusions_de|inclusions_fr|inclusions_it|exclusions_de|exclusions_fr|exclusions_it|descriptions_de|descriptions_fr|descriptions_it|most_relevant_drgs
06.09.0|Détail de la sous-catégorie 06.09|Detail der Subkategorie 06.09|Dettaglio della sottocategoria 06.09|CHOP 2015||||||||||{}
06.09.00|Autre incision du champ thyroïdien, SAP|Sonstige Inzision im Gebiet der Schilddrüse, n.n.bez.|Incisione della regione tiroidea, NAS|CHOP 2015||||||||||{}
06.09.10|Autre incision du champ thyroïdien, sans autres mesures|Sonstige Inzision im Gebiet der Schilddrüse, ohne weitere Massnahmen|Incisione della regione tiroidea, senza ulteriori misure|CHOP 2015||||||||||{}
06.09.11|Autre incision du champ thyroïdien, drainage|Sonstige Inzision im Gebiet der Schilddrüse, Drainage|Incisione della regione tiroidea, drenaggio|CHOP 2015||||||||||{}
06.09.12|Autre incision du champ thyroïdien, exploration|Sonstige Inzision im Gebiet der Schilddrüse, Exploration|Incisione della regione tiroidea, esplorazione|CHOP 2015||||||||||{}
06.09.99|Autre incision du champ thyroïdien, autre|Sonstige Inzision im Gebiet der Schilddrüse, sonstige|Incisione della regione tiroidea, altro|CHOP 2015||||||||||{}
06.1|Techniques diagnostiques concernant les glandes thyroïde ou parathyroïdes|Diagnostische Massnahmen an Schilddrüse und Nebenschilddrüse|Procedure diagnostiche sulla tiroide e sulle paratiroidi|CHOP 2015||||||||||{}
06.11|Biopsie de la glande thyroïde, fermée [percutanée] [à l'aiguille]|Geschlossene [perkutane] [Nadel-] Biopsie an der Schilddrüse|Biopsia chiusa [percutanea] [agobiopsia] della tiroide|CHOP 2015|||||||{Aspirationsbiopsie an der Schilddrüse}|{Biopsie-aspiration de la thyroïde}|{Agobiopsia della tiroide}|{}
06.12|Biopsie de la glande thyroïde, ouverte|Offene Biopsie an der Schilddrüse|Biopsia a cielo aperto della tiroide|CHOP 2015||||||||||{}
06.13|Biopsie de la glande parathyroïde|Biopsie an der Nebenschilddrüse|Biopsia delle paratiroidi|CHOP 2015||||||||||{}
06.13.0|Détail de la sous-catégorie 06.13|Detail der Subkategorie 06.13|Dettaglio della sottocategoria 06.13|CHOP 2015||||||||||{}
06.13.00|Biopsie de la glande parathyroïde, SAP|Biopsie an der Nebenschilddrüse, n.n.bez.|Biopsia delle paratiroidi, NAS|CHOP 2015||||||||||{}
06.13.10|Biopsie fermée [percutanée] [à l'aiguille] de la glande parathyroïde, non guidée par l'imagerie|Geschlossene [perkutane] [Nadel-] Biopsie an der Nebenschilddrüse ohne Steuerung durch bildgebende Verfahren|Biopsia chiusa [percutanea] [agobiopsia] delle paratiroidi non guidata dalle immagini|CHOP 2015||||||||||{}
06.13.11|Biopsie fermée [percutanée] [à l'aiguille] de la glande parathyroïde, guidée par l'imagerie|Geschlossene [perkutane] [Nadel-] Biopsie an der Nebenschilddrüse mit Steuerung durch bildgebende Verfahren|Biopsia chiusa [percutanea] [agobiopsia] delle paratiroidi guidata dalle immagini|CHOP 2015||||||||||{}
06.13.12|Biopsie ouverte de la glande parathyroïde|Offene Biopsie an der Nebenschilddrüse|Biopsia a cielo aperto delle paratiroidi|CHOP 2015||||||||||{}
06.13.99|Biopsie de la glande parathyroïde, autre|Biopsie an der Nebenschilddrüse, sonstige|Biopsia delle paratiroidi, altro|CHOP 2015||||||||||{}
06.19|Autres techniques diagnostiques concernant les glandes thyroïde et parathyroïdes|Sonstige diagnostische Massnahmen an Schilddrüse und Nebenschilddrüse|Altra procedura diagnostica sulla tiroide o sulle paratiroidi|CHOP 2015||||{Radiographie der Weichteile im Gebiet der Schilddrüse (87.09),Szintigraphie der Parathyreoidea (92.13),Szintigraphie der Schilddrüse und Funktionstest mit Radioisotopen (92.01)}|{Radiographie des tissus mous région cervicale antérieure (87.09),Scintigraphie parathyroïdienne (92.13),Scintigraphie thyroïdienne et étude de fonction radio-isotopique (92.01)}|{Rx al tessuto molle della regione tiroidea (87.09),Scintigrafia della paratiroide (92.13),Scintigrafia tiroidea e studio funzionale radioisotopico (92.01)}||||{}
06.2|Lobectomie thyroïdienne unilatérale|Unilaterale Hemithyreoidektomie|Lobectomia monolaterale della tiroide|CHOP 2015||||{Partielle substernale Thyreoidektomie (06.51)}|{Thyroïdectomie substernale partielle (06.51)}|{Tiroidectomia parziale retrosternale (06.51)}|{Hemithyreoidektomie,Vollständiges Entfernen eines Lobus der Schilddrüse (mit Entfernen des Isthmus glandulae thyreoideae oder Teil des anderen Lobus)}|{Hémithyroïdectomie,Ablation complète d'un lobe de la glande thyroïde (y compris isthme et collerette lobe opposé)}|{Emitiroidectomia,Rimozione completa di un lobo della tiroide (con rimozione di istmo o porzione dell'altro lobo)}|{}
06.2X|Lobectomie thyroïdienne unilatérale|Unilaterale Hemithyreoidektomie|Emitiroidectomia monolaterale|CHOP 2015||||||||||{}
06.2X.0|Détail de la sous-catégorie 06.2X|Detail der Subkategorie 06.2X|Dettaglio della sottocategoria 06.2X|CHOP 2015||||||||||{}
06.2X.00|Lobectomie thyroïdienne unilatérale, SAP|Unilaterale Hemithyreoidektomie, n.n.bez.|Emitiroidectomia monolaterale, NAS|CHOP 2015||||||||||{}
06.2X.11|Lobectomie thyroïdienne unilatérale sans parathyroïdectomie|Unilaterale Hemithyreoidektomie, ohne Parathyreoidektomie|Emitiroidectomia monolaterale senza paratiroidectomia|CHOP 2015||||||||||{}
06.2X.12|Lobectomie thyroïdienne unilatérale avec parathyroïdectomie|Unilaterale Hemithyreoidektomie, mit Parathyreoidektomie|Emitiroidectomia monolaterale con paratiroidectomia|CHOP 2015||||||||||{}
06.2X.99|Lobectomie thyroïdienne unilatérale, autre|Sonstige unilaterale Hemithyreoidektomie|Altra emitiroidectomia monolaterale|CHOP 2015||||||||||{}
06.3|Autre thyroïdectomie partielle|Sonstige partielle Thyreoidektomie|Altra tiroidectomia parziale|CHOP 2015||||||||||{}
06.31|Excision de lésion de la thyroïde|Exzision einer Läsion an der Schilddrüse|Asportazione di lesione della tiroide|CHOP 2015||||{Biopsie an der Schilddrüse (06.11-06.12)}|{Biopsie de glande thyroïde (06.11-06.12)}|{Biopsia della tiroide (06.11-06.12)}||||{}
06.39|Autre thyroïdectomie partielle|Sonstige partielle Thyreoidektomie|Altra tiroidectomia parziale|CHOP 2015||||{Partielle substernale Thyreoidektomie (06.51)}|{Thyroïdectomie substernale partielle (06.51)}|{Tiroidectomia parziale retrosternale (06.51)}|{Isthmektomie,Partielle Thyreoidektomie, n.n.bez.}|{Isthmectomie,Thyroïdectomie partielle, SAP}|{Istmectomia,Tiroidectomia parziale, NAS}|{}
06.39.0|Détail de la sous-catégorie 06.39|Detail der Subkategorie 06.39|Dettaglio della sottocategoria 06.39|CHOP 2015||||||||||{}
06.39.00|Autre thyroïdectomie partielle, SAP|Sonstige partielle Thyreoidektomie, n.n.bez.|Altra tiroidectomia parziale, NAS|CHOP 2015||||||||||{}
06.39.10|Excision de nodule thyroïdien|Exzision eines Schilddrüsen Knotens|Asportazione di nodulo della tiroide|CHOP 2015||||||||||{}
06.39.11|Résection subtotale unilatérale de la thyroïde, avec excision d'un nodule au côté opposé|Subtotale Resektion der Schilddrüse einseitig mit Exzision eines Knotens der Gegenseite|Asportazione subtotale monolaterale della tiroide con asportazione di nodulo controlaterale|CHOP 2015||||||||||{}
06.39.12|Résection subtotale unilatérale de la thyroïde, avec hémithyroïdectomie au côté opposé|Subtotale Resektion der Schilddrüse einseitig mit Hemithyreoidektomie der Gegenseite|Asportazione subtotale monolaterale con emitiroidectomia controlaterale|CHOP 2015||||||||||{}
06.39.13|Réexploration de la thyroïde avec résection partielle|Reexploration der Schilddrüse mit partieller Resektion|Riesplorazione della tiroide con asportazione parziale|CHOP 2015||||||||||{}
06.39.14|Résection thyroïdienne partielle, résection de l'isthme|Partielle Schilddrüsenresektion, Resektion des Isthmus|Tiroidectomia parziale, istmectomia|CHOP 2015||||||||||{}
06.39.15|Résection subtotale de la glande thyroïde|Subtotale Resektion der Schilddrüse|Tiroidectomia subtotale|CHOP 2015||||||||||{}
06.39.99|Autre thyroïdectomie partielle, autre|Sonstige partielle Thyreoidektomie, sonstige|Altra tiroidectomia parziale, altro|CHOP 2015||||||||||{}
06.4|Thyroïdectomie totale|Vollständige (totale) Thyreoidektomie|Tiroidectomia completa (totale)|CHOP 2015||||{Vollständige substernale Thyreoidektomie (06.52),Vollständige Thyreoidektomie bei Laryngektomie (30.3-30.4)}|{Thyroïdectomie substernale totale (06.52),Thyroïdectomie associée à une laryngectomie (30.3-30.4)}|{Tiroidectomia completa retrosternale (06.52),Tiroidectomia completa con laringectomia (30.3-30.4)}||||{}
06.4X|Thyroïdectomie totale|Vollständige (totale) Thyreoidektomie|Tiroidectomia completa (totale)|CHOP 2015||||||||||{}
06.4X.0|Détail de la sous-catégorie 06.4X|Detail der Subkategorie 06.4X|Dettaglio della sottocategoria 06.4X|CHOP 2015||||||||||{}
06.4X.00|Thyroïdectomie totale, SAP|Vollständige (totale) Thyreoidektomie, n.n.bez.|Tiroidectomia completa (totale), NAS|CHOP 2015||||||||||{}
06.4X.10|Thyroïdectomie totale sans parathyroïdectomie|Vollständige (totale) Thyreoidektomie ohne Parathyreoidektomie|Tiroidectomia completa (totale) senza paratiroidectomia|CHOP 2015||||||||||{}
06.4X.11|Thyroïdectomie totale avec parathyroïdectomie|Vollständige (totale) Thyreoidektomie mit Parathyreoidektomie|Tiroidectomia completa (totale) con paratiroidectomia|CHOP 2015||||||||||{}
06.4X.99|Thyroïdectomie totale, autre|Vollständige (totale) Thyreoidektomie, sonstige|Tiroidectomia completa (totale), altro|CHOP 2015||||||||||{}
06.5|Thyroïdectomie substernale|Substernale Thyreoidektomie|Tiroidectomia retrosternale|CHOP 2015||||||||||{}
06.50|Thyroïdectomie substernale, SAP|Substernale Thyreoidektomie, n.n.bez.|Tiroidectomia retrosternale, NAS|CHOP 2015||||||||||{}
06.50.0|Détail de la sous-catégorie 06.50|Detail der Subkategorie 06.50|Dettaglio della sottocategoria 06.50|CHOP 2015||||||||||{}
06.50.00|Thyroïdectomie substernale, SAP|Substernale Thyreoidektomie, n.n.bez.|Tiroidectomia retrosternale, NAS|CHOP 2015||||||||||{}
06.50.10|Thyroïdectomie substernale par sternotomie|Substernale Thyreoidektomie durch Sternotomie|Tiroidectomia retrosternale mediante sternotomia|CHOP 2015||||||||||{}
06.50.99|Thyroïdectomie substernale, autre|Sonstige substernale Thyreoidektomie|Altra tiroidectomia retrosternale|CHOP 2015||||||||||{}
06.51|Thyroïdectomie substernale, partielle|Partielle substernale Thyreoidektomie|Tiroidectomia retrosternale parziale|CHOP 2015||||||||||{}
06.51.0|Détail de la sous-catégorie 06.51|Detail der Subkategorie 06.51|Dettaglio della sottocategoria 06.51|CHOP 2015||||||||||{}
06.51.00|Thyroïdectomie substernale partielle, SAP|Partielle substernale Thyreoidektomie, n.n.bez.|Tiroidectomia retrosternale parziale, NAS|CHOP 2015||||||||||{}
06.51.10|Thyroïdectomie substernale partielle par sternotomie|Partielle substernale Thyreoidektomie durch Sternotomie|Tiroidectomia retrosternale parziale mediante sternotomia|CHOP 2015||||||||||{}
06.51.99|Thyroïdectomie substernale partielle, autre|Partielle substernale Thyreoidektomie, sonstige|Tiroidectomia retrosternale parziale, altro|CHOP 2015||||||||||{}
06.52|Thyroïdectomie substernale, totale|Vollständige substernale Thyreoidektomie|Tiroidectomia retrosternale completa (totale)|CHOP 2015||||||||||{}
06.52.0|Détail de la sous-catégorie 06.52|Detail der Subkategorie 06.52|Dettaglio della sottocategoria 06.52|CHOP 2015||||||||||{}
06.52.00|Thyroïdectomie substernale totale, SAP|Vollständige substernale Thyreoidektomie, n.n.bez.|Tiroidectomia retrosternale completa (totale), NAS|CHOP 2015||||||||||{}
06.52.10|Thyroïdectomie substernale totale par sternotomie|Vollständige substernale Thyreoidektomie durch Sternotomie|Tiroidectomia retrosternale completa mediante sternotomia|CHOP 2015||||||||||{}
06.52.99|Thyroïdectomie substernale totale, autre|Vollständige substernale Thyreoidektomie, sonstige|Tiroidectomia retrosternale completa (totale), altro|CHOP 2015||||||||||{}
06.6|Excision de thyroïde linguale|Exzision einer Thyreoidea lingualis|Asportazione di tiroide linguale|CHOP 2015|||||||{Exzision der Schilddrüse durch submentalen Zugang,Exzision der Schilddrüse durch transoralen Zugang}|{Excision de la glande thyroïde par voie sous-mentonnière,Excision de la glande thyroïde par voie transbuccale}|{Asportazione della tiroide per via sottomentoniera,Asportazione della tiroide per via trans-orale}|{}
06.6X|Excision de thyroïde linguale|Exzision einer Thyreoidea lingualis|Asportazione di tiroide linguale|CHOP 2015||||||||||{}
06.6X.0|Détail de la sous-catégorie 06.6X|Detail der Subkategorie 06.6X|Dettaglio della sottocategoria 06.6X|CHOP 2015||||||||||{}
06.6X.00|Excision de thyroïde linguale, SAP|Exzision einer Thyreoidea lingualis, n.n.bez.|Asportazione di tiroide linguale, NAS|CHOP 2015||||||||||{}
06.6X.10|Excision de thyroïde linguale, transorale|Exzision einer Thyreoidea lingualis, transoral|Asportazione di tiroide linguale, transorale|CHOP 2015||||||||||{}
06.6X.11|Excision de thyroïde linguale, transcervicale, sans résection du bord interne de l'os hyoïde|Exzision einer Thyreoidea lingualis, transzervikal, ohne Resektion des medialen Zungenbeines|Asportazione di tiroide linguale, transcervicale, senza resezione mediana dello ioide|CHOP 2015||||||||||{}
06.6X.12|Excision de thyroïde linguale, transcervicale, avec résection du bord interne de l'os hyoïde|Exzision einer Thyreoidea lingualis, transzervikal, mit Resektion des medialen Zungenbeines|Asportazione di tiroide linguale, transcervicale, con resezione mediana dello ioide|CHOP 2015||||||||||{}
06.6X.99|Excision de thyroïde linguale, autre|Exzision einer Thyreoidea lingualis, sonstige|Asportazione di tiroide linguale, altro|CHOP 2015||||||||||{}
06.7|Excision du canal ou du tractus thyréoglosse|Exzision des Ductus oder Tractus thyreoglossus|Asportazione del tratto o dotto tireoglosso|CHOP 2015||||||||||{}
06.7X|Excision du canal ou du tractus thyréoglosse|Exzision des Ductus oder Tractus thyreoglossus|Asportazione del dotto o tratto tireoglosso|CHOP 2015||||||||||{}
06.7X.0|Détail de la sous-catégorie 06.7X|Detail der Subkategorie 06.7X|Dettaglio della sottocategoria 06.7X|CHOP 2015||||||||||{}
06.7X.00|Excision du canal thyréoglosse, SAP|Exzision des Ductus thyreoglossus, n.n.bez.|Asportazione del dotto tireoglosso, NAS|CHOP 2015||||||||||{}
06.7X.10|Excision d'un kyste médian du cou, sans résection du bord interne de l'os hyoïde|Exzision einer medianen Halszyste, ohne Resektion des medialen Zungenbeines|Asportazione di cisti mediana del collo, senza resezione mediana dello ioide|CHOP 2015||||||||||{}
06.7X.11|Excision d'un kyste médian du cou, avec résection du bord interne de l'os hyoïde|Exzision einer medianen Halszyste, mit Resektion des medialen Zungenbeines|Asportazione di cisti mediana del collo, con resezione mediana dello ioide|CHOP 2015||||||||||{}
06.7X.12|Excision d'une fistule médiane du cou, sans résection du bord interne de l'os hyoïde|Exzision einer medianen Halsfistel, ohne Resektion des medialen Zungenbeines|Asportazione di fistola mediana del collo, senza resezione mediana dello ioide|CHOP 2015||||||||||{}
