KT;Inst;Adr;Ort;Typ;RWStatus;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
TI;Clinica Hildebrand Centro di riabilitazione Brissago;Via Crodolo 18;6614 Brissago;K221;priv;R;;MSt, Arzt, BGs;1;;35840;786;0;0;0;;;7.7608;4.1379;28.2443;88.6768;11;111.84;67.65;269.27;1.4;14.23;8.61;34.26;0;0;22100742;2929324;5311740;30341806;27846585;984505;20000;-1490716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35840;786;90;45.6;108.8;2468702;1689843;25859733;16278650;1453674;5363397;500492;0;0;1867339;1181875;25177414;13987923;49.9;6079566;63;0;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Ars Medica SA;Via Cantonale;6929 Gravesano;K231;priv;A;NF;BGs;1;MRI, CT;14442;3194;0;5;0;1.185435191;1.1179296807;6.5728;3.7186;30.4538;68.0438;9.6;85.38;28.72;182.25;0.3;2.67;0.9;5.71;20;0;17063413;4563303;25123851;46750567;44039057;2768210;0;950678;14442;3194;70;4.5;56.5;8704416;0;39380145;19879669;2254492;9605508;1089748;0;0;7674595;0;39416467;17238004;45.6;8332287;45.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TI;Clinica Dr. Spinedi c/o Clinica Santa Croce;Via al Parco 27;6644 Orselina;K235;priv;A;;;1;;4454;410;0;0;0;;;86.1314;71.9298;99.5134;1.7032;5.91;2.68;0;12.01;1.44;0.65;0;2.93;0;0;1449183;134967;242429;2094154;2246849;188955;0;609224;4454;410;15;10.9;81.1;0;0;1987425;0;0;0;0;0;0;0;0;2435803;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UR;Kantonsspital Uri;Spitalstrasse 1;6460 Altdorf UR;K122;oeff;A;NF, IPS;Arzt, BGs;1;MRI, CT;21046;3467;248;3;2;0.9021427417;0.8711233504;1.5164;4.43;25.2993;92.7108;40.24;193.63;47.89;395.98;1.16;5.58;1.38;11.42;8;1;35899009;5426853;15868758;57254256;47316503;3132644;5956155;429841;21046;3467;73;6.1;79;15226340;13510912;38282280;22280950;1774016;14209608;1033325;0;0;12758748;10169394;41324849;20055871;48.8;13687718;63.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;CHUV Centre Hospitalier Universitaire Vaudois;Rue du Bugnon 21;1005 Lausanne;K111;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB;402699;40730;1544;28;6;1.4059917136;1.3958237704;1.6142;8.8703;6.9288;90.2475;1396.14;2981.87;1469.83;8446.51;3.43;7.32;3.61;20.74;0;0;989467411;87413409;314147734;1391028554;964489398;73695520;359571114;6727478;261922;34598;848;7.6;84.4;236785807;208247093;583298624;438422054;24490629;55088309;3077143;15840805;193229524;198468584;167541036;578786667;420652255;45.4;52464422;45.5;4291457;103250;4399;331;23.5;85.2;58893080;49346254;80418872;77901536;5014150;983083;51757;7869556;38124025;38077723;31783120;108135241;76554622;45;983586;45;2427981;37527;1733;115;21.7;89.2;2581617;2166582;33377665;32073159;2064381;0;0;1741151;2867245;1389503;1171376;29175419;25673714;45;0;;524834;;;;;;;;;;;;;;;;;;;;;;
VD;Etablissements Hospitaliers du Nord Vaudois (eHnv);Rue d'Entremonts 11;1400 Yverdon­les­Bains;K112;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;5;MRI, CT;88483;12124;895;9;3;0.8991016814;0.8359749115;0.5774;3.2399;5.3711;96.0419;264.25;693.39;147.09;1519.17;2.18;5.72;1.21;12.53;65;0;130051799;13446196;56059795;199557790;157351635;32063541;8782154;-645788;55053;10389;234;5.3;64.4;48288161;0;100935541;89118359;7819672;8495597;622379;0;0;41739328;25954294;104808426;89288801;41.6;4831991;45;0;4860;96;16.8;50.6;79.3;0;0;5508687;5508687;291495;0;0;0;0;0;0;4936221;4936221;34.2;0;;0;28570;1639;105;17.4;74.5;1172354;0;18415827;18111195;951474;30021;1432;21470099;0;1029054;0;19879415;19458246;45.7;0;;16386057;;;;;;;;;;;;;;;;;;;;;;
VD;EHC Ensemble hospitalier de la Côte;Chemin du Crêt 2;1110 Morges;K121;oeff;A, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT;75530;8683;1385;6;4;0.8563225363;0.806333238;0.3213;1.6924;8.3241;95.3309;131.82;384.97;57.1;826.04;1.52;4.43;0.66;9.51;45;0;82295420;5565333;36064118;123924871;114895339;9130168;0;1422765;48381;7524;160.6;6.4;82.5;36025700;33317962;66932047;56776790;3369804;7639079;429336;1031072;0;29683761;27358914;74278930;58627532;45.3;13069507;69.2;512863;;;;;;;;;;;;;;;;;;;;;;;27149;1159;81;23.4;91.8;534769;534769;14886899;14799333;1692721;0;0;5692830;0;240520;240520;15676533;15437674;53.9;0;;3582084;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital de la Riviera;Boulevard Paderewski 3;1800 Vevey;K121;oeff;A, R;NF, IPS;MSt, Arzt, BGs;4;MRI, CT, CC;72885;10643;712;11;3;0.9119725147;0.8571480307;1.5053;6.5909;13.1339;94.308;126.89;362.85;158.06;923.75;1.19;3.41;1.49;8.68;46;0;94672997;6143250;43684750;148069990;133837105;13503616;295658;1388110;50065;9472;170;5.3;80.7;35261044;31459960;90325810;65545397;5395459;13289860;1093971;0;174000;33352374;20795218;95844814;70564040;45;14616049;45;0;;;;;;;;;;;;;;;;;;;;;;;22820;1171;73;19.5;85.7;0;0;15642714;15416053;918070;0;0;851383;0;0;0;13165069;12117640;45;0;;437733;;;;;;;;;;;;;;;;;;;;;;
VD;Groupement Hospitalier de l'Ouest Lémanique (GHOL);Chemin Monastier 10;1260 Nyon;K121;oeff;A, R;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;44281;7228;334;4;3;0.9255419075;0.8535797977;4.1846;11.0518;17.2094;93.9047;77.48;288.22;45.3;549.8;1.07;3.99;0.63;7.61;43;0;59054289;4888184;26027964;89970437;84017555;6020061;0;67178;38732;6784;118;5.7;89.7;18012825;16621609;60447078;43774860;3566656;16469816;1385479;0;1040725;22677343;15813307;59009420;41866185;54.2;15348380;70;0;;;;;;;;;;;;;;;;;;;;;;;5549;444;17;12.5;89.2;0;0;4075780;4021067;404638;35405;3568;2866404;83951;0;0;4599125;4580254;45.5;0;;2426027;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique de La Source;Avenue Vinet 30;1004 Lausanne;K122;priv;A;;BGs;1;MRI, CT, CC;27510;4251;310;9;2;1.0382039415;0.9936326174;0.6578;6.3783;84.4552;88.9498;0;173.16;52.28;382.87;0;4.07;1.23;9.01;396;0;46458912;9204582;34845042;91319346;69840622;27242959;0;5764237;27510;4251;93.6;6.5;80.3;27282101;26539236;50079495;7365115;0;39720488;0;0;0;33270655;32181482;61110869;4140085;47.1;52771656;99.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital Intercantonal de la Broye (HIB) - VD;Avenue de la Colline 3;1530 Payerne;K122;oeff;A, R;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;26188;3163;235;4;2;0.9069666226;0.8585897885;1.0644;6.8043;8.9471;96.5765;40.73;153.62;44.84;339.98;1.29;4.86;1.42;10.75;12;0;30522007;2171247;15613995;48982955;41385455;11812204;0;1863909;16857;2788;63.7;6;72.3;13422724;11973527;27831302;24394333;1942511;1717168;136737;0;0;12648631;11504364;26471790;23406945;42.5;552209;100;0;;;;;;;;;;;;;;;;;;;;;;;9331;375;29.1;24.9;87.5;1364667;1170522;8597784;8535874;494817;0;0;0;0;1099157;920637;9655172;4810016;44.9;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique Cecil SA;Avenue Louis­Ruchonnet 53;1003 Lausanne;K122;priv;A;IPS;;1;MRI, CT, CC;20930;3441;571;8;2;1.1752621112;1.1173680775;2.471;10.1086;74.2814;97.8568;0;107.5;91.32;334.25;0;3.12;2.65;9.71;320;0;34593896;16739941;32827799;86003914;80911991;6798490;0;1706568;20930;3441;86;6.1;66.7;35502768;35502612;40738584;8118938;821166;33169294;3444010;0;0;34207088;30089058;53503394;4512298;45;5040558;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital du Chablais VD;Chemin du Grand­Chêne;1860 Aigle;K122;oeff;A;NF, IPS;Arzt, BGs;2;CT;20034;5799;269;3;2;0.8108979077;0.7561069574;1.5621;1.2594;5.8517;95.4376;68.54;145.47;21.09;297.7;1.18;2.51;0.36;5.13;11;0;28712009;246885;12622932;41581826;40945293;1401850;0;44548;20034;5799;65.3;3.5;83.9;11306841;10314101;32270198;27676519;961382;2758228;63191;0;0;11246544;10252321;30481713;22921103;100;4515781;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique de Genolier;La Joy;1272 Genolier;K123;priv;A;;BGs;1;MRI, CT, PET, CC, LB;17061;2489;0;4;0;1.0259560348;0.9945609706;19.6377;22.2336;98.5591;67.0235;11;116.2;39.2;274.1;0.44;4.67;1.57;11.01;0;0;42734148;11146780;31937418;85818346;83411050;5985033;0;3592654;17061;2489;215.1;6.9;21.7;29706519;12538693;32668751;17656;0;13979448;0;0;0;34517618;9481156;34518191;19154;100;15164964;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique Bois­Cerf SA;Avenue d'Ouchy 31;1006 Lausanne;K123;priv;A;;;1;MRI, CT, Lito;15006;2833;0;5;0;1.0055830914;0.9303379173;1.7475;12.382;75.535;86.6262;5.05;64.3;80.12;219.78;0.18;2.27;2.83;7.76;280;0;25584345;8095270;23712495;59005181;57609364;2527675;0;1134535;15006;2833;66;5.3;62.3;22012337;22012339;27631461;5864993;769352;21766469;2816737;0;0;25257557;22804387;34879483;2316584;45;2070162;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique la Prairie SA;Chemin de la Prairie 2­10;1815 Clarens;K123;priv;A;;;1;MRI, CT, CC;14340;2230;0;2;0;0.4697497452;0.4686441386;72.528;20.4082;100;12.4363;1;37.76;19.38;235.58;0.04;1.69;0.87;10.56;69;0;20890135;5127269;29930616;56113949;54271940;8981982;0;7139973;14340;2230;41;6.4;95.6;11916797;3798301;43047729;20031875;969061;23015854;2261142;0;1149423;12639960;0;50559840;13021680;100;30383924;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital du Pays d'Enhaut;Route de l'Hôpital 17;1660 Château­d'Oex;K123;oeff;A, R;NF;MSt, Arzt, BGs;1;;11986;620;0;1;0;0.9477384937;0.8772165272;1.5625;14.9912;5.3819;93.2292;5.83;43.41;23.54;99.31;0.94;7;3.8;16.02;15;0;8968950;696247;2959277;12624474;10807956;1170134;646384;-251659;3594;492;14;7.3;70.1;0;0;5997419;5087363;721438;522060;75539;0;0;2643593;0;6015709;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;8392;128;26;65.6;88.2;0;0;1050493;1023831;73001;0;0;0;0;0;0;920258;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;K212;oeff;P, R;NF;MSt, Arzt, BGs;15;;24008;892;0;0;0;;;0.523;0.8412;0;98.7448;51.25;111.17;36.39;274.51;5.75;12.46;4.08;30.77;0;0;32157777;1522330;6298019;39997861;32473926;2004004;5931285;578127;;;;;;;;;;;;;;;;;;;;;;;19503;855;59;22.8;90.3;15032523;0;15784034;15475646;1480585;154196;15108;1785373;1732900;16917871;11532991;16074212;15265975;39.6;139597;67.4;1554355;4505;37;15;121.8;82.1;0;0;1825942;1825942;147207;0;0;0;0;0;0;2249260;2231560;54.8;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique la Métairie SA;Avenue de Bois­Bougy 8;1260 Nyon;K212;priv;P;;BGs;1;;21553;640;0;0;0;;;12.2478;63.3826;70.0288;88.7608;4.56;39.09;11.05;75.7;0.71;6.11;1.73;11.83;1;1;8121250;3184519;4904998;16210767;18971554;931213;0;3692000;;;;;;;;;;;;;;;;;;;;;;;21553;640;75;33.7;78.7;1098575;1098544;15112192;1404656;239054;9426767;1604313;0;0;1348775;1285669;18553991;705069;100;11971006;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique la Lignière;La Lignière 5;1196 Gland;K221;priv;A, P, R;;;1;;31320;1513;0;0;0;;;5.5838;38.9113;61.8655;91.7513;10.38;51.99;25.71;164.8;0.69;3.44;1.7;10.89;0;1;15409694;3466507;4158628;23257847;20335638;1364115;473866;274074;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;4304;184;15;23.4;78.6;2407;2280;2000898;1321383;0;657645;0;0;0;145526;137867;2733646;1071970;100;897571;100;0;27016;1329;79;20.3;93.7;1181775;1047656;12058795;3820164;0;3361451;0;0;0;1642774;1456335;16221106;4990335;100;4375393;100;0;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital de Lavaux;Chemin des Colombaires 31;1096 Cully;K221;oeff;R;;MSt, Arzt, BGs;1;;18117;779;0;0;0;;;0.241;0.8454;15.5422;99.1566;7.79;86.49;18.4;160.94;1;11.1;2.36;20.66;3;0;14544088;1052693;3745363;20016708;18005249;1179545;61656;249308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18117;779;61;23.3;81.1;801539;801539;11802006;11532294;0;0;0;4904142;15300;675117;382616;11848806;11284781;45;0;;4896055;;;;;;;;;;;;;;;;;;;;;;
VD;Institution de Lavigny;;1175 Lavigny;K221;oeff;R;;Arzt, BGs;1;;12158;275;0;0;0;;;0;6.2271;0;93.4066;8.96;36.27;39.84;117.61;3.26;13.19;14.49;42.77;0;0;12652062;408797;1726333;14787192;14161584;332452;106357;-186800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12158;275;36;44.2;92.2;1051429;1051429;12292926;11424393;174815;0;0;1442836;1;1239201;1103608;13028236;12379668;29;0;;332956;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique Valmont;Route de Valmont;1823 Glion;K221;priv;R;;BGs;1;;11535;485;0;0;0;;;9.1977;36.8534;94.1292;88.454;2.82;19.55;16.28;58.2;0.58;4.03;3.36;12;0;0;6757668;1571988;3449802;11796184;9188317;978523;0;-1629344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11535;485;58;23.8;54.5;505182;365647;5770360;216760;0;4850452;0;0;0;190884;585112;9331292;6655933;100;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique de Montchoisi;Chemin des Allinges 10;1006 Lausanne;K231;priv;A;;;1;MRI, CT;4170;1061;0;4;0;0.934377176;0.8040098646;7.7295;23.6649;88.6957;72.5604;0;26.8;13.5;73.99;0;2.53;1.27;6.97;68;0;7075793;4278924;15837498;27192215;26039438;732003;0;-414774;4170;1061;19;3.9;60.1;15142839;14158582;11373323;9796980;0;847655;0;0;0;15469072;14106506;11230482;7782205;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique CIC;Rue du Lac 92;1815 Clarens;K231;priv;A;;;1;;1812;521;0;2;0;1.48501341;1.430059387;1.1494;29.6512;17.8161;92.1456;0;17.65;2.96;28.61;0;3.39;0.57;5.49;15;0;3059164;1485455;6199486;10793469;11168606;3029;0;430688;1812;521;8;3.5;62.1;4122413;4122413;6872280;5682237;453350;853312;114466;0;0;4182062;4181062;6989573;5592421;48.1;1019515;63.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique Chirurgicale & Permanence de Longeraie SA;Avenue de la Gare 9;1003 Lausanne;K231;priv;A;NF;;1;;1463;568;0;3;0;0.9198695652;0.7589365942;2.1583;21.6667;12.9496;32.3741;11.44;21.42;24.41;86.31;2.01;3.77;4.3;15.2;12;0;9032884;475743;3502815;13203887;15933244;406964;0;3252805;1463;568;15;2.6;26.7;10689963;6254212;2995964;1370488;180558;540263;68211;0;0;12404617;6744936;3935591;1634120;50.4;535618;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Maison de naissance Aquila;Chemin du Grand­Chêne;1860 Aigle;K232;priv;B;;BGs;1;;0;0;0;0;1;;;;;;;;;;;;;;;3;4;0;8475;10039;18514;0;0;0;-3544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
VD;Maison de naissance La Grange Rouge;Rue du Village 5;1274 Grens;K232;priv;B;;BGs;1;;0;0;0;0;1;;;;;;;;;;;;;;;0;0;0;15700;82200;100000;144000;16000;17600;47750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;32600;32600;0;0;0;0;0;0;33300;177600;144000;0;0;;0;;0
VD;Maison de naissance Lunaissance;Chemin de la Lune 3;1132 Lully VD;K232;priv;B;;BGs;1;;0;0;0;0;1;;;;;;;;;;;;;;;0;3;0;7979;9662;17641;4450;0;19200;4372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;17641;0;0;0;0;0;0;0;0;23650;0;0;0;;0;;0
VD;Maison de naissance Zoé;Rue du Poyet 9;1510 Moudon;K232;priv;B;;BGs;1;;0;0;0;0;1;;;;;;;0;0;0;0.02;;;;;1;4;1050;21486;8394;30930;0;6076;22725;-2129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
VD;Clinique Miremont;Avenue Rollier;1854 Leysin;K234;oeff;R;;Arzt, BGs;1;;18912;394;0;0;0;;;0.9434;0.3175;0.9434;99.3711;5.65;54.15;12.79;97.44;1.43;13.74;3.25;24.73;0;0;6883926;79326;1743695;8736951;8621273;223737;0;173258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18912;394;56;48;92.5;220464;220464;5534862;5433698;568340;0;0;4256890;0;333869;333869;4936307;4838668;38;0;;3397007;;;;;;;;;;;;;;;;;;;;;;
VD;Centre de Soins et de Santé Communautaire du Balcon du Jura Vaudois (CSSC);Rue des Rosiers 29;1450 Ste­Croix;K234;oeff;A;NF;MSt, Arzt, BGs;2;;4842;624;0;1;0;;;0.1656;3.9867;0;98.1788;9.54;69.66;18.04;144.52;1.53;11.16;2.89;23.16;26;0;12271796;1060933;3798975;17243325;15266585;831084;1036503;-229350;4842;624;18;7.8;73.7;3804771;3594832;5995688;5903417;511103;0;0;6828932;0;2637561;2195150;6909847;6613265;25.3;0;;5752741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Biotonus, Clinique Bon­Port SA centre de soins médicaux & esthétiques;Rue de Bon­Port 21;1820 Territet;K235;priv;A;;BGs;1;;5374;438;0;0;0;;;84.4037;63.2353;100;8.945;2.5;13.12;2.21;37.02;0.57;3;0.5;8.45;8;0;5110966;2038421;3767556;11580096;10204531;419772;0;691557;5374;438;30;12.3;49.1;0;0;7381119;0;0;275150;0;0;0;0;0;9337840;0;;344165;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Fondation Rive­Neuve Unité de Soins Palliatifs;Chemin du Clos­du­Moulin 20;1844 Villeneuve VD;K235;oeff;R;;BGs;1;;4229;123;0;0;0;;;0;2.9412;0;97.7941;1.42;24.33;1.17;39.78;1.15;19.78;0.95;32.34;0;0;3899773;439186;1028193;5367152;4972671;163018;231461;-231461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4229;123;16;34.4;72.4;0;0;5367151;5367151;438375;0;0;0;0;0;0;6363454;4727391;45;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital Ophtalmique Jules Gonin Fondation Asile des Aveugles ;Avenue de France 15;1004 Lausanne;K235;oeff;A;NF;MSt, Arzt;1;;3086;898;0;4;0;;;23.3593;54.5718;16.3515;69.4105;49.55;50.76;51.11;240.23;5.52;5.65;5.69;26.75;5;0;32538652;3500348;15995402;52034402;36500851;10704760;4473234;1136214;3086;898;9;3.4;93.9;40099297;48686317;6609558;4996558;380894;1097773;90007;0;8115457;46354301;39189080;7685028;3060861;100;909270;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VS;Hôpital du Valais - Centre hospitalier du centre du Valais (CHCVs);Avenue du Grand­Champsec 80;1950 Sion;K112;oeff;A, P, R;NF, IPS;BGs;7;MRI, CT, PET, CC, LB, Lito;215943;24931;1024;16;5;1.0226589825;1.0766434157;2.9403;3.7431;4.3297;91.3524;287.25;1081.59;155.82;2107.81;1.15;4.34;0.63;8.45;49;51;229128921;13472311;120358892;379732591;366267359;13862603;1926015;2323386;143424;22255;445;6.4;88.3;90010721;80085134;220445708;195267165;7741344;13955583;539604;0;0;90560592;80517850;229026764;196376698;48.8;11490029;48.4;0;8719;186;27;46.9;88.5;4208;4179;5667330;5659760;406037;0;0;0;0;3241;3209;5978561;5961749;47.7;0;;0;63800;2490;192;25.6;91;610050;609329;37007286;35649099;1771491;1044187;74030;2110812;0;655999;580760;38105584;36095933;47.6;1184597;60.7;1852509;;;;;;;;;;;;;;;;;;;;;;
VS;Spital Wallis - Spitalzentrum Oberwallis (SZO);Pflanzettastrasse 8;3930 Visp;K112;oeff;A, P, R;NF;BGs;3;MRI, CT, Lito;80923;11877;495;6;3;0.847474147;0.8204351917;5.8507;8.3502;6.2645;85.4105;106.66;389.7;82.22;816.63;0.9;3.28;0.69;6.88;14;7;87429084;3767577;43499864;142049561;136888883;6584507;737505;2173888;59274;10986;183;5.4;88.7;28086722;25081735;79128823;66465872;1921992;6308602;186765;0;0;26992665;23874575;89821224;72437005;49.5;5019588;49.3;0;12533;475;37;26.4;92.8;5478484;5362401;10467513;10219743;336800;94500;3552;0;0;5250940;5107160;9135467;8940978;47.1;84666;60;0;9116;416;27;21.9;92.5;0;0;5499887;5246065;118817;231218;7199;182212;0;0;0;5688877;5321380;47.3;258158;59.7;160310;;;;;;;;;;;;;;;;;;;;;;
VS;Hôpital du Valais - Centre hospitalier du Chablais (CHC);Route de Morgins;1870 Monthey;K112;oeff;P, R;;BGs;2;;67923;2498;0;0;0;;;0.4592;2.499;1.416;99.2729;58.01;237.98;37.99;501.05;2.32;9.53;1.52;20.06;5;1;53315039;2305865;11809220;68172938;60872386;3121757;1769360;-2202885;;;;;;;;;;;;;;;;;;;;;;;40579;1595;121;25.4;91.9;16073681;15428396;29709480;29583077;1029995;55534;2111;0;0;15718074;14034722;28189350;28029823;46.9;62202;48.4;0;27344;903;84;30.3;89.2;59663;59391;17441432;16679568;532280;670640;24839;859235;0;45351;45010;17141694;16146973;47.4;679018;59.2;750650;;;;;;;;;;;;;;;;;;;;;;
VS;Hôpital du Chablais VS HDC;Route de Morgins 10;1870 Monthey;K112;oeff;A;NF, IPS;Arzt, BGs;2;MRI, CT;30177;3722;404;4;2;0.8206877125;0.7525295937;2.9572;1.7224;4.1787;91.08;102.84;218.32;31.64;446.73;2.76;5.87;0.85;12;16;0;43247914;371874;19013489;62633277;40289741;2111558;21384749;67102;30177;3722;98.3;8.1;83.9;17031107;15535775;48607490;41688342;1448097;4154623;95184;0;0;16940284;15442719;45913557;11130755;100;2207943;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VS;Clinique de Valère SA  Clinique Générale;Rue de Pré­Fleuri 16;1950 Sion;K123;priv;A;;Arzt, BGs;1;;10015;1513;0;3;0;1.3594553866;1.3398321216;0.1319;1.255;18.9974;75.9235;5.24;63.01;10.62;112.85;0.35;4.16;0.7;7.46;44;0;14452665;3060123;12213255;29765096;29325790;277518;0;-87735;10015;1513;40;6.6;68.6;11138769;8007283;18626327;11495181;1362721;2687184;318558;0;0;11696778;10629406;17980583;13679793;48.5;3197874;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
