canton;name;address1;address2;bfs_typo;RWStatus;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
VD;Etablissements Hospitaliers du Nord Vaudois (eHnv);Rue d'Entremonts 11;1400 Yverdon­les­Bains;K112;oeff;A, R;NF, IPS;MSt, Arzt, BGs;5;MRI, CT;161029;13897;950;9;3;0.82;0.812;0.6756;3.0832;5.2875;95.792;277.51;685.08;137.91;1500.85;2;4.93;0.99;10.8;76;0;126196309;13124318;50821838;190142465;148672230;29740775;627281;517263;71385;11724;239.4;6.1;81.7;44042895;0;98319060;86032649;6731779;8272592;683082;0;0;37866343;24295544;96689174;85665489;39.6;4466962;50;0;;;;;;;;;;;;;;;;;;;;;;;89644;2173;260;41.3;94.5;0;0;18354763;17969389;725365;187096;5489;20392899;0;0;0;18027724;17754275;49.7;0;;16391154;;;;;;;;;;;;;;;;;;;;;;
VD;EHC Ensemble hospitalier de la Côte;Chemin du Crêt 2;1110 Morges;K121;oeff;A, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT;77447;8739;1315;6;4;0.844;0.843;0.372;1.8082;8.5275;95.4474;125.73;376.24;60.46;816.94;1.44;4.31;0.69;9.35;45;0;82300365;809003;33691945;116801313;104769533;3360655;0;65071;50619;7731;156.2;6.5;88.8;33594600;30789005;68326736;58353355;3495073;7111406;411414;804710;0;28045256;25310843;69989336;56097406;49.2;11362092;50;493861;;;;;;;;;;;;;;;;;;;;;;;26828;1008;81;26.6;90.7;631013;631013;15138233;15012553;1695962;0;0;5147290;0;526778;521827;12208984;12025727;52.2;0;;3146814;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital de la Riviera;Boulevard Paderewski 3;1800 Vevey;K121;oeff;A, R;NF, IPS;MSt, Arzt, BGs;4;MRI, CT, CC;75030;11017;672;11;3;0.871;0.874;1.4602;6.4335;13.1054;94.5311;127.14;355.07;154.53;903.8;1.15;3.22;1.4;8.2;46;0;94966612;3780004;39985947;140583218;125519180;13288565;158880;150226;48768;9158;184;5.3;72.6;35115255;31000042;89470415;66895772;4634265;12744958;915218;0;0;31030315;19557132;91425257;68563631;48;15141121;48;0;;;;;;;;;;;;;;;;;;;;;;;26262;1859;74;14.1;97.2;0;0;15098115;14866514;727914;0;0;1035988;0;0;0;12402981;12106024;48;0;;580017;;;;;;;;;;;;;;;;;;;;;;
VD;Groupement Hospitalier de l'Ouest Lémanique (GHOL);Chemin Monastier 10;1260 Nyon;K121;oeff;A, R;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;43637;7043;195;4;3;0.848;0.843;3.9755;9.0883;16.3104;94.4724;83.79;275.11;37.07;532.56;1.19;3.91;0.53;7.56;30;0;55955016;666120;21966146;83592773;73530161;5463345;0;406224;37691;6614;109.6;5.7;94.2;15288114;14089511;56110439;41637785;2508488;12249530;831067;0;0;21126128;14753369;50956775;38486967;48.9;11284854;69.2;0;;;;;;;;;;;;;;;;;;;;;;;5946;429;19;13.9;85.7;0;0;4097497;4036501;361694;60996;5466;0;0;0;0;4351438;4349946;48;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique de La Source;Avenue Vinet 30;1004 Lausanne;K122;priv;A;;BGs;1;MRI, CT, CC;24284;3702;352;9;2;0.912;0.905;0.6362;6.2054;99.7309;89.4299;0;162.78;51.28;367.16;0;4.4;1.39;9.92;361;0;43193491;10380355;29717512;83947443;63609686;26578600;0;6240843;24284;3702;94.4;6.6;70.5;26054585;25266881;43310458;266900;0;41194655;0;0;0;31791139;30771064;55172727;357080;100;52844603;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital Intercantonal de la Broye (HIB) - VD;Avenue de la Colline 3;1530 Payerne;K122;oeff;A, R;NF, IPS;MSt, BGs;2;MRI, CT;25253;3002;264;4;2;0.822;0.902;1.2481;3.6375;5.175;96.6819;37.72;144.31;43.84;321.58;1.26;4.81;1.46;10.71;17;0;29870890;1482919;14572289;45926098;;7236308;870102;965872;16980;2646;63.4;6.4;73.3;9609605;8538787;30058507;27816869;2498360;1696895;152406;0;0;10531865;9109749;26674930;9869993;100;506225;100;0;;;;;;;;;;;;;;;;;;;;;;;8273;356;21.9;23.2;103.5;969967;801380;7708001;7625862;500257;0;0;0;0;2252959;2033155;5575339;2061622;100;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique Cecil SA;Avenue Louis­Ruchonnet 53;1003 Lausanne;K122;priv;A;IPS;;1;MRI, CT;19767;3186;487;8;2;0.975;0.972;2.2697;9.1789;99.5407;98.4599;0;121.65;85.53;334.99;0;3.82;2.68;10.51;320;0;35888273;12972218;36653674;85569347;81172922;5183965;0;787540;19767;3186;86;6.2;63;37900106;0;39882052;0;0;0;0;0;0;33936191;0;48121661;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital du Chablais VD;Chemin du Grand­Chêne;1860 Aigle;K122;oeff;A;NF, IPS;Arzt, BGs;2;CT;19847;5661;283;3;2;0.78;0.776;1.391;1.6625;4.8932;95.231;40.03;132.34;28.48;256.82;0.71;2.34;0.5;4.54;12;0;28532267;367369;12448667;41348303;31881058;762492;8956937;373588;19847;5661;66.1;3.5;82.3;11695953;11191390;30432844;26363304;1514371;2756893;158346;0;0;11561107;10859806;30039380;17785949;48;1859754;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique de Genolier;La Joy;1272 Genolier;K123;priv;A;;Arzt, BGs;1;MRI, CT, PET, CC, LB;17079;2674;0;4;0;0.855;0.906;20.551;20.15;97.9151;81.0499;7.96;104.9;40;249.18;0.3;3.92;1.5;9.32;149;0;40264032;10640435;31467810;82372277;81496476;6600628;0;5724827;17079;2674;78;6.4;60;27451003;12878527;35807479;74290;0;22979465;0;0;0;33341176;8490675;55181195;29372;100;14333801;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique Bois­Cerf SA;Avenue d'Ouchy 31;1006 Lausanne;K123;priv;A;IPS;;1;MRI, CT, Lito;13703;2583;0;6;0;0.833;0.802;2.2351;11.6279;86.1657;85.6262;3.03;53.84;69.51;192.39;0.12;2.08;2.69;7.45;280;0;22679552;5826064;19202889;47811679;47884655;2753437;0;2826411;13703;2583;66;5.3;56.9;18519412;0;24110501;0;0;0;0;0;0;15015053;0;33053589;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique la Prairie SA;Chemin de la Prairie 2­10;1815 Clarens;K123;priv;A;;;1;MRI, CT, CC;13918;2108;0;2;0;0.607;0.64;71.7464;26.7717;100;16.7408;1;38.46;17.51;218.84;0.05;1.82;0.83;10.38;72;0;19318993;6493838;27251055;53228274;49398736;8833608;0;5004070;13918;2108;41.1;6.6;92.8;12883764;3609563;39369103;18217946;1253710;21151157;2925324;0;975407;11613937;0;46455754;11852152;100;27655022;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital du Pays d'Enhaut;Route de l'Hôpital 17;1660 Château­d'Oex;K123;oeff;A, R;NF;MSt, Arzt, BGs;1;;11736;701;0;1;0;0.838;0.848;3.4321;8.0775;5.6162;91.2637;9.4;53.5;29.02;125.33;1.34;7.63;4.14;17.88;14;0;8805050;93424;3168951;12067425;10755349;874685;171185;-21198;3849;565;14;6.8;75.3;0;0;5527737;4835490;617134;369797;45844;0;0;2641955;0;6497129;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;7887;136;26;58;83.1;0;0;908579;895151;73572;0;0;0;0;0;0;764863;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Secteur Psychiatrique Est Fondation de Nant;Route de Nant;1804 Corsier­sur­Vevey;K212;oeff;P, R;NF;MSt, Arzt, BGs;15;;24966;888;0;0;0;;;0.1058;0.8475;0;99.1534;53.34;108.23;35.46;270.2;6.01;12.19;3.99;30.43;0;0;30352831;341091;5045797;35754159;29732353;2235198;3628148;-202652;;;;;;;;;;;;;;;;;;;;;;;20199;844;59;23.9;93.8;14734723;0;15078536;14929311;1249523;119347;10097;1748283;1705000;14077244;11020748;15900859;15310567;39.7;0;;1574740;4767;44;15;108.3;87.1;0;0;1873052;1873052;120347;0;0;0;0;0;0;2308067;2245610;55.2;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique la Métairie SA;Avenue de Bois­Bougy 8;1260 Nyon;K212;priv;P;;Arzt, BGs;1;;21318;686;0;0;0;;;17.9452;67.9466;72.7397;86.4384;4.1;37.97;10.46;76.49;0.6;5.53;1.52;11.15;1;1;8197843;2651892;4677489;15576650;18408115;244716;0;3076181;;;;;;;;;;;;;;;;;;;;;;;21318;686;75;31.1;77.9;978452;978452;14598198;163703;27914;5411690;922806;0;0;1028913;978913;17623918;163703;100;5411690;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique la Lignière;La Lignière 5;1196 Gland;K221;priv;A, P, R;;;1;;30879;1446;0;0;0;;;5.6069;42.348;67.2823;90.5013;11.12;50.97;26.24;162.17;0.77;3.52;1.81;11.22;0;1;15138513;2575802;4261408;22298937;19625950;1759047;109770;544853;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;4169;159;15;26.2;75.9;0;0;1960304;770714;0;633398;0;0;0;0;0;2887047;1235454;100;876900;100;0;26710;1287;79.2;20.8;92.4;1280090;1145296;11632559;3565844;0;4982542;0;0;0;1609721;1440217;15171669;4602401;100;6430922;100;0;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital de Lavaux;Chemin des Colombaires 31;1096 Cully;K221;oeff;R;;MSt, Arzt, BGs;1;;19253;823;0;0;0;;;0;0.4635;14.6002;98.7254;7.55;85.66;16.11;154.63;0.92;10.41;1.96;18.79;1;0;13837367;671647;3382503;18529870;16359917;1246510;50970;-555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19253;823;61;23.4;86.5;793388;783430;11126380;11005940;0;0;0;4832552;0;666938;460249;12114982;11783063;48;0;;4147468;;;;;;;;;;;;;;;;;;;;;;
VD;Institution de Lavigny;;1175 Lavigny;K221;oeff;R;;Arzt, BGs;1;;9082;232;0;0;0;;;0.4115;3.719;0;97.9424;9.71;36.11;28.2;99.6;4.19;15.56;12.16;42.93;0;0;10155208;396995;1936613;12488816;11817266;317710;105794;-248046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9082;232;29;39.1;85.8;1877254;1877254;11244703;10968465;1022186;0;0;418098;0;1372688;1377688;10657217;10184334;24.5;0;;210865;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique Valmont;Route de Valmont;1823 Glion;K221;priv;R;;BGs;1;;16215;663;0;0;0;;;5.2402;28.725;80.6405;90.5386;4.05;34.26;24.92;87.25;0.61;5.17;3.76;13.16;0;0;7057044;1721848;3675773;12454665;11928137;850558;0;340959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16215;663;58;24.5;76.6;1483297;1404127;10005185;2193609;0;3043281;0;0;0;1201491;785359;11577203;2406290;100;6942077;100;0;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique de Montchoisi;Chemin des Allinges 10;1006 Lausanne;K231;priv;A;;;1;MRI, CT;4144;1065;0;4;0;0.775;0.685;7.2437;26.8763;93.5089;82.5024;0;24.8;11.7;66.39;0;2.33;1.1;6.23;69;0;6393451;3864301;16067586;26325338;19384731;642214;0;-587882;4144;1065;21.3;3.9;53.4;11007602;0;9376935;0;0;0;0;0;0;10822967;0;9203977;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique CIC;Rue du Lac 92;1815 Clarens;K231;oeff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Clinique Chirurgicale & Permanence de Longeraie SA;Avenue de la Gare 9;1003 Lausanne;K231;priv;A;NF;Arzt;1;;1555;645;0;3;0;0.675;0.578;1.4196;19.84;13.2492;32.4921;11.95;28.98;18.22;88.45;1.85;4.49;2.82;13.71;10;0;9238821;567177;3562160;13489197;14482685;434622;0;1544909;1555;645;15;2.4;28.4;10644356;6646175;3297958;1336086;173793;441027;23806;0;0;12299869;6894613;2617438;679785;100;210140;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Maison de naissance Aquila;Chemin du Grand­Chêne;1860 Aigle;K232;priv;B;NF;;1;;0;0;0;0;0;0.202;0.202;0;7.6923;0;100;;;;;;;;;0;0;3307;3202;26806;33315;0;0;33404;-4737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;33313;0;0;0;0;0;0;0;0;28667;0;0;0;;0;;0
VD;Maison de naissance La Grange Rouge;Rue du Village 5;1274 Grens;K232;priv;B;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Maison de naissance Lunaissance;Chemin de la Lune 3;1132 Lully VD;K232;priv;B;;BGs;1;;16;15;15;0;0;;;;;;;0;0.37;0;0.37;0;2.47;0;2.47;0;1;0;203;10382;10585;27900;10900;0;28215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;15;0;1.1;;9650;0;0;0;0;0;0;0;750;34300;0;0;0;;0;;0
VD;Maison de naissance Zoé;Rue du Poyet 9;1510 Moudon;K232;priv;B;;BGs;1;;0;0;0;0;1;;;;;;;0;0;0;0.03;;;;;1;4;;0;0;0;;0;0;-9038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
VD;Clinique Miremont;Avenue Rollier;1854 Leysin;K234;oeff;R;;Arzt, BGs;1;;19256;405;0;0;0;;;0;0.9231;0;100;3.16;47.62;7.07;82.36;0.78;11.76;1.75;20.34;0;0;6637078;209676;1666158;8533435;8425134;223478;0;115177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19256;405;56;47.5;94.2;186274;186274;5179198;5146984;314187;0;0;3868623;0;289695;251637;4923835;4855578;1.2;0;;3435082;;;;;;;;;;;;;;;;;;;;;;
VD;Centre de Soins et de Santé Communautaire du Balcon du Jura Vaudois (CSSC);Rue des Rosiers 29;1450 Ste­Croix;K234;oeff;A;NF;MSt, Arzt, BGs;2;;4722;640;0;1;0;;;0.468;2.3511;0;97.0359;24;107.8;9.05;203.05;3.75;16.84;1.41;31.73;25;0;11957930;147024;3529055;15646030;14651433;746757;7904;-230775;4722;640;18;7.4;71.9;3680472;3429553;5846163;5789289;558692;0;0;6748789;0;2606257;2227870;6478020;6344883;29.2;0;;5432256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Biotonus, Clinique Bon­Port SA centre de soins médicaux & esthétiques;Rue de Bon­Port 21;1820 Territet;K235;priv;A;;BGs;1;;7373;604;0;0;0;;;80.363;56.3025;100;10.5611;2.5;15.48;3.51;41.8;0.41;2.56;0.58;6.92;7;0;5518361;2791794;5337352;15460595;13781449;739042;0;1334004;7373;604;30;12.2;67.3;0;0;8270315;0;0;404138;0;0;0;0;0;13824616;0;;886181;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VD;Fondation Rive­Neuve Unité de Soins Palliatifs;Chemin du Clos­du­Moulin 20;1844 Villeneuve VD;K235;oeff;R;;BGs;1;;4345;122;0;0;0;;;0;0.7634;0;99.2366;1.25;20.58;1.29;34.9;1.02;16.87;1.06;28.61;0;0;3423527;32114;895592;4793042;3524006;190340;369365;-164065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4345;122;14;35.6;85;0;0;4463003;275176;0;0;0;0;0;0;0;4628977;3520716;45.6;0;;0;;;;;;;;;;;;;;;;;;;;;;
VD;Hôpital Ophtalmique Jules Gonin Fondation Asile des Aveugles ;Avenue de France 15;1004 Lausanne;K235;oeff;A;NF;MSt, Arzt;1;;3096;962;0;4;0;;;23.3713;50.8772;12.6163;71.0445;49.42;45;50.94;219.49;5.14;4.68;5.3;22.82;5;0;31770216;1764251;15009631;48544098;33998449;9721915;3563683;-1150594;3096;962;9;3.2;94.2;38078749;35743929;6023126;4180981;364017;1541274;77587;0;6487909;10953042;32209438;12473664;5509882;52;2068260;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VS;Hôpital du Valais - Centre hospitalier du centre du Valais (CHCVs);Avenue du Grand­Champsec 80;1950 Sion;K112;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;7;MRI, CT, PET, CC, LB, Lito;235752;24799;1067;16;5;0.953;0.998;2.9613;3.7982;4.3226;91.5499;282.36;1057.87;136.42;2063.25;1.14;4.27;0.55;8.32;60;58;220154230;2535642;115294480;337984352;324047999;12031537;1943960;39144;159297;22030;444;7.2;98.3;82978089;73053609;210737479;187299649;7451142;12551485;467792;0;0;80189387;70653352;200926033;171486708;47.7;8418019;49.6;0;8952;193;26;46.4;94.3;236978;236108;5709280;5709280;407033;0;0;0;0;135748;135241;5556247;5552020;45.4;0;;0;67503;2576;198;26.2;93.4;398265;398136;38194475;36738281;1771254;1194604;61356;2621494;0;428722;428473;35101710;32899043;45.9;1168088;67.9;2302924;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
VS;Spital Wallis - Spitalzentrum Oberwallis (SZO);Pflanzettastrasse 8;3930 Visp;K112;oeff;A, P, R;NF;MSt, Arzt, BGs;3;MRI, CT;79848;11939;474;5;3;0.768;0.772;6.2826;8.011;5.2065;85.3241;108.49;389.51;83.3;816.86;0.91;3.26;0.7;6.84;26;3;85177524;1315654;42146340;128652617;123301683;6485126;164424;1299354;57743;10972;190;5.3;83.3;28454669;25303919;76299115;65109071;1728169;5154458;143357;0;0;25392606;22363172;78542608;63916709;48.5;3493832;49;0;13345;491;40;27.2;91.4;5438406;5322376;10666880;10578563;228814;50368;1165;0;0;5230203;5101512;9514451;9419802;45.7;29091;65.9;0;8760;476;24;18.4;100;0;0;4668713;4430708;100122;226344;6629;277474;0;0;0;4769512;4406961;45.1;215061;61.4;252051;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
VS;Hôpital du Valais - Centre hospitalier du Chablais (CHC);Route de Morgins;1870 Monthey;K112;oeff;P, R;;MSt, Arzt, BGs;2;;68430;2389;0;0;0;;;0.2496;1.5013;1.6223;99.4592;60.34;233.19;35.73;495.56;2.53;9.76;1.5;20.74;8;5;51500877;683033;10943916;63183679;53710428;2668826;2341508;-4162008;;;;;;;;;;;;;;;;;;;;;;;42266;1433;127;29.5;91.2;14856062;14167894;28873751;28803965;959915;32344;1106;0;0;14119389;12641135;25785966;25689647;45.9;23718;44.6;0;26164;956;81;27.4;88.5;76334;73738;17577407;16700348;496249;861917;28767;338935;0;55033;53385;14329301;13219950;45.6;686895;63.3;253658;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
VS;Hôpital du Chablais VS HDC;Route de Morgins 10;1870 Monthey;K112;oeff;A;NF, IPS;Arzt, BGs;2;MRI, CT;29401;3715;419;4;2;0.802;0.792;3.4889;2.0706;4.1278;90.7781;59.94;197.69;42.55;383.84;1.61;5.32;1.15;10.33;18;0;42267400;544215;18441321;61252936;47228266;1129547;13268714;373588;29401;3715;97.9;7.9;82.3;17326262;16578808;45082897;39054323;2243371;4084033;234571;0;0;17126491;16087601;44500036;26348214;48;2755023;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VS;Clinique de Valère SA  Clinique Générale;Rue de Pré­Fleuri 16;1950 Sion;K123;priv;A;;Arzt, BGs;1;;12280;1486;0;3;0;1.154;1.149;0.3329;1.2692;22.3036;74.3675;5.26;60.05;9.95;106.73;0.35;4.04;0.67;7.18;44;0;14669530;2245418;13101920;30016868;29683083;293103;0;62201;12280;1486;40;8.3;84.1;12485128;11914056;17263800;13333460;1038486;3180059;230793;0;0;13437795;12779290;16695095;10731109;97.5;4958029;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VS;Clinique romande de réadaptation SuvaCare (CRR);Avenue du Grand­Champsec 90;1950 Sion;K221;oeff;R;;MSt, Arzt, BGs;1;;29730;976;0;0;0;;;9.6016;68.9266;8.0695;21.2462;29;65.81;87.51;279.23;2.97;6.74;8.97;28.61;22;0;30748194;4428024;9011081;44187299;41647414;2645744;0;105859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29730;976;110;30.5;74;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
VS;RZL Rehabilitationszentrum Leukerbad AG;Willy­Spühlerstrasse 2;3954 Leukerbad;K221;priv;R;;Arzt, BGs;1;;18145;786;0;0;0;;;0.6158;53.7794;26.601;94.2118;7.59;21.88;28.51;120.94;0.97;2.78;3.63;15.39;0;0;10118399;1232220;3401562;14752181;10408431;2099333;526600;-1717817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18145;786;60;23.1;82.9;2906599;2589479;11018790;7525654;660021;2883904;247706;0;0;2789835;2380357;8881497;4901631;100;2800238;100;0;;;;;;;;;;;;;;;;;;;;;;
ZG;Zuger Kantonsspital AG;Landhausstrasse 11;6340 Baar;K121;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;46974;8652;705;5;3;0.818;0.823;0.8771;11.3646;23.8508;92.0216;96.77;313.36;97.1;681.32;1.12;3.62;1.12;7.87;46;0;75321845;10053751;34290734;121090193;76986445;3399161;40626671;1454662;46974;8652;164;5.4;78.5;37158122;30680491;80492126;50443211;5480322;17292496;1859098;0;0;31027594;24831753;78208812;43079305;54;22478802;75.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZG;Andreas Klinik;Rigistrasse 1;6330 Cham;K122;priv;A;NF;BGs;1;MRI, CT;17418;3538;523;4;3;0.784;0.769;0.0242;24.6307;44.431;91.1864;1.01;77.53;15.19;156.96;0.03;2.19;0.43;4.44;77;0;16469535;5391075;13669518;35629976;30797273;3525023;0;-1307680;17418;3538;56;4.9;85.2;6849642;6850087;38814679;15873592;2122529;22941085;2071094;0;0;6508879;5459806;38339059;12572626;100;22015090;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZG;Psychiatrische Klinik Zugersee;Widenstrasse 55;6317 Oberwil b. Zug;K212;oeff;P;NF;MSt, Arzt, BGs;1;;42393;1171;0;0;0;;;0.86;57.3344;4.613;99.2963;19.9;85.55;16.51;190.44;1.7;7.31;1.41;16.26;0;0;19201575;2234425;3496374;24941604;24206069;780868;4722;61312;;;;;;;;;;;;;;;;;;;;;;;42393;1171;124;36.2;93.7;440489;440489;25822194;25615920;4168147;0;0;0;0;200987;200624;24134332;23999766;47.3;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZG;Klinik Meissenberg AG;Meisenbergstrasse 17;6300 Zug;K212;priv;P;NF;MSt, Arzt, BGs;1;;21826;282;0;0;0;;;0.2865;90.2299;12.894;99.4269;5.85;30.97;15.9;83.02;2.07;10.98;5.64;29.44;0;0;8826001;857458;2130086;11813545;11114174;29089;670282;-670282;;;;;;;;;;;;;;;;;;;;;;;21826;282;74;77.4;80.8;26176;26176;11829659;9758466;716535;1686339;123602;0;0;26176;26176;11137902;8728225;100;1592377;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZG;Klinik Adelheid AG;Höhenweg 71;6314 Unterägeri;K221;oeff;R;;Arzt, BGs;1;;27449;1326;0;0;0;;;0.2867;57.5126;35.2688;95.914;10.72;59.06;33.23;158.1;0.81;4.45;2.51;11.92;0;0;18203282;2062747;3508034;23844597;21266348;996104;1582499;34433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27449;1326;81;20.7;92.8;1920444;1601262;20684561;12396835;985986;6795825;542119;0;0;1399283;1120160;21428637;11151527;77.6;6113658;78.3;0;;;;;;;;;;;;;;;;;;;;;;
